SEC Region,Organization CRD#,Additional CRD Number,Total number of additional CRD numbers,SEC#,Firm Type,CIK#,Total number of CIK numbers,Primary Business Name,Legal Name,Main Office Street Address 1,Main Office Street Address 2,Main Office City,Main Office State,Main Office Country,Main Office Postal Code,Main Office Private Residence Flag,Main Office Telephone Number,Main Office Facsimile Number,"Total number of offices, other than your Principal Office and place of business",Mail Office Street Address 1,Mail Office Street Address 2,Mail Office City,Mail Office State,Mail Office Country,Mail Office Postal Code,Mail Office Private Residence Flag,Chief Compliance Officer Name,Chief Compliance Officer Other Titles,Chief Compliance Officer Telephone,Chief Compliance Officer Facsimile,Chief Compliance Officer Street Address 1,Chief Compliance Officer Street Address 2,Chief Compliance Officer City,Chief Compliance Officer State,Chief Compliance Officer Country,Chief Compliance Officer Postal Code,Chief Compliance Officer E-mail,Name of the other person compensating CCO,EIN of the Other person compensating CCO,SEC Current Status,SEC Status Effective Date,Jurisdiction Notice Filed-Effective Date,Latest ADV Filing Date,Form Version,1I,Website Address,Total Number of Website Addresses,Location of Books and Records Street Address 1,Location of Books and Records Street Address 2,Location of Books and Records City,Location of Books and Records State,Location of Books and Records Country,Location of Books and Records Postal Code,Total Number of Books and Records Locations,1M,1N,1O,"1O - If yes, approx. amount of assets",1P,2B(1),2B(2),2B(3),3A,3A-Other,3B,3C-State,3C-Country,6A(1),6A(2),6A(3),6A(4),6A(5),6A(6),6A(7),6A(8),6A(9),6A(10),6A(11),6A(12),6A(13),6A(14),6A(14)-Other,6B(1),6B(2),6B(3),7A(1),7A(2),7A(3),7A(4),7A(5),7A(6),7A(7),7A(8),7A(9),7A(10),7A(11),7A(12),7A(13),7A(14),7A(15),7A(16),Count of IA Affiliates,Count of IA/BD Affiliates,Count of BD Affiliates,Control/Controlled by Related Person,Under Common Control,Share Supervised Persons,Share Location,7B,Count of Private Funds - 7B(1),Any PFs a Master,Any Hedge Funds,Total number of Hedge funds,Any Liquidity Funds,Total number of Liquidity funds,Any PE Funds,Total number of PE funds,Any Real Estate Funds,Total number of Real Estate funds,Any Securitized Funds,Total number of Securitized funds,Any VC Funds,Total number of VC funds,Any Other Funds,Total number of Other funds,Total Gross Assets of Private Funds,Count of Private Funds - 7B(2),10A,Count of Control person Public Reporting Company,11,11A(1),Count of 11A(1) disclosures,11A(2),Count of 11A(2) disclosures,11B(1),Count of 11B(1) disclosures,11B(2),Count of 11B(2) disclosures,11C(1),Count of 11C(1) disclosures,11C(2),Count of 11C(2) disclosures,11C(3),Count of 11C(3) disclosures,11C(4),Count of 11C(4) disclosures,11C(5),Count of 11C(5) disclosures,11D(1),Count of 11D(1) disclosures,11D(2),Count of 11D(2) disclosures,11D(3),Count of 11D(3) disclosures,11D(4),Count of 11D(4) disclosures,11D(5),Count of 11D(5) disclosures,11E(1),Count of 11E(1) disclosures,11E(2),Count of 11E(2) disclosures,11E(3),Count of 11E(3) disclosures,11E(4),Count of 11E(4) disclosures,11F,Count of 11F disclosures,11G,Count of 11G disclosures,11H(1)(a),Count of 11H(1)(a) disclosures,11H(1)(b),Count of 11H(1)(b) disclosures,11H(1)(c),Count of 11H(1)(c) disclosures,11H(2),Count of 11H(2) disclosures,12A,12B(1),12B(2),12C(1),12C(2)
HQ,166004,,,802-77400,ERA,,,G SQUARE HEALTHCARE PRIVATE EQUITY LLP,G SQUARE HEALTHCARE PRIVATE EQUITY LLP,24 SAVILE ROW,,LONDON,,United Kingdom,W1S 2ES,N,4.42038E+11,,0,,,,,,,,NAZIA AHMED,CHIEF COMPLIANCE OFFICER,4.42038E+11,,24 SAVILE ROW,,LONDON,,United Kingdom,W1S 2ES,NAZIA.AHMED@GSQUARECAPITAL.COM,,,ERA - Active,11/20/2012,,6/20/2025,21-Oct,Y,HTTP://WWW.GSQUARECAPITAL.COM,2,44 ESPLANADE,,ST HELIER,,Jersey,JE4 9WG,2,Y,N,N,,2138001J3EYJHUO5EC53,N,Y,N,Limited Liability Partnership,,MARCH,,United Kingdom,N,N,N,N,N,N,N,N,N,N,N,N,N,N,,N,,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,0,0,0,N,N,N,N,Y,4,N,N,,N,,Y,4,N,,N,,N,,N,,"1,973,264,795.00",0,N,0,N,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,,,,,
HQ,311535,,,802-128534,ERA,1534917,1,SEVEN VOYAGERS MANAGEMENT LTD.,SEVEN VOYAGERS MANAGEMENT LTD.,"23 FLOOR-2, NO.76, SECTION 2",DUNHUA SOUTH ROAD,TAIPEI,,"Taiwan,  Republic of China",106,N,886 2 2721 7718,,0,,,,,,,,,,,,,,,,,,,,,ERA - Active,7/10/2023,,3/31/2025,21-Oct,N,,0,,,,,,,0,Y,N,N,,254900A6OBPZSSN2PU04,N,Y,N,Corporation,,DECEMBER,,Cayman Islands,N,N,N,N,N,N,N,N,N,N,N,N,N,N,,N,,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,1,0,0,Y,N,Y,Y,Y,1,N,Y,1,N,,N,,N,,N,,N,,N,,"25,000,000.00",0,N,0,N,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,,,,,
HQ,160718,,,802-73208,ERA,,,EQT PARTNERS AS,EQT PARTNERS AS,"DRONNING MAUDS GATE 1, VIKA",,OSLO,,Norway,N-0250,N,+47 23 23 75 50,+47 23 23 75 60,0,"P.O. BOX 1241, VIKA",,OSLO,,Norway,N-0110,N,,,,,,,,,,,,,,ERA - Active,2/9/2012,,3/30/2025,21-Oct,N,,0,REGERINGSGATAN 25,,STOCKHOLM,,Sweden,111 53,1,N,N,N,,,N,Y,N,Other (specify),"AKSJESELSKAP (""AS"")",DECEMBER,,Norway,N,N,N,N,N,N,N,N,N,N,N,N,N,N,,N,,N,Y,Y,N,N,N,Y,N,N,N,N,N,N,N,N,N,Y,4,0,1,Y,N,N,N,Y,0,N,N,,N,,N,,N,,N,,N,,N,,0,57,N,0,N,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,,,,,
LARO,337531,,,802-133903,ERA,2064423,1,JETSTREAM CRYPTO FUND,JETSTREAM CRYPTO FUND,1605 GASCONY RD,,ENCINITAS,CA,United States,92024,N,415-321-0299,,0,,,,,,,,SCOTT TRAVASOS,CFO,4153210299,,1605 GASCONY RD,,ENCINITAS,CA,United States,92024,SCOTT@JETSTREAMCRYPTO.COM,,,ERA - Active,6/18/2025,,6/18/2025,21-Oct,Y,http://www.jetstreamcrypto.com,1,1605 GASCONY RD,,ENCINITAS,CA,United States,92024,1,N,N,N,,,N,Y,N,Limited Liability Company,,DECEMBER,CA,United States,N,N,N,N,N,N,N,N,N,N,N,N,N,N,,N,,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,0,0,0,N,N,N,N,Y,1,N,Y,1,N,,N,,N,,N,,N,,N,,"250,000.00",0,N,0,N,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,,,,,
HQ,292773,,,802-112605,ERA,,,DCP,"DCP MANAGEMENT, LTD.",ONE NEXUS WAY,,"CAMANA BAY, GRAND CAYMAN",,Cayman Islands,KY1-9005,N,1(345)943 3100,,0,,,,,,,,,,,,,,,,,,,,,ERA - Active,2/9/2018,,3/24/2025,21-Oct,Y,https://www.dcpcapital.com/,1,2910 THE CENTER,99 QUEEN'S ROAD CENTRAL,HONG KONG,,Hong Kong,,1,Y,N,N,,254900IQ9RNIKRPNK869,N,Y,N,Other (specify),CAYMAN ISLANDS EXEMPTED COMPANY,DECEMBER,,Cayman Islands,N,N,N,N,N,N,N,N,N,N,N,N,N,N,,N,,N,N,Y,N,N,N,Y,N,N,N,N,N,N,N,N,N,Y,2,0,0,Y,Y,Y,Y,Y,2,N,N,,N,,Y,2,N,,N,,N,,N,,"4,686,188,349.00",0,N,0,N,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,,,,,
SFRO,167770,,,802-78134,ERA,,,MAVEN VENTURES,"MAVEN VENTURES GROWTH LABS MANAGEMENT COMPANY, LLC.",631 EMERSON ST,,PALO ALTO,CA,United States,94301,N,650-218-2244,801-991-7554,0,,,,,,,,,,,,,,,,,,,,,ERA - Active,5/23/2013,,3/28/2025,21-Oct,Y,HTTP://WWW.MAVENVENTURES.COM,1,,,,,,,0,N,N,N,,,Y,N,N,Limited Liability Company,,DECEMBER,DE,United States,N,N,N,N,N,N,N,N,N,N,N,N,N,N,,N,,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,0,0,0,Y,N,Y,Y,Y,6,N,N,,N,,N,,N,,N,,Y,6,N,,"199,053,735.00",0,N,0,N,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,,,,,
HQ,332288,,,802-130934,ERA,,,PRIVEQ ADVISORY VII AB,PRIVEQ ADVISORY VII AB,KUNGSGATAN 24,,STOCKHOLM,,Sweden,111 35,N,4684596760,,0,P.O. BOX 5295,,STOCKHOLM,,Sweden,SE-102 46,N,,,,,,,,,,,,,,ERA - Active,7/18/2024,,3/31/2025,21-Oct,Y,https://www.linkedin.com/company/priveq-investment,2,,,,,,,0,Y,N,N,,,N,Y,N,Other (specify),SWEDISH LIMITED LIABILITY COMPANY,DECEMBER,,Sweden,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,,N,,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,2,0,0,N,N,Y,Y,Y,1,N,N,,N,,Y,1,N,,N,,N,,N,,0,0,N,0,N,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,,,,,
FWRO,285231,,,802-132675,ERA,,,"TRUE WEALTH VENTURE CAPITAL, LLC","TRUE WEALTH VENTURE CAPITAL, LLC",,,,,,,Y,512-537-9315,,0,PO BOX 164042,,AUSTIN,TX,United States,78713,N,,,,,,,,,,,,,,ERA - Active,3/31/2025,,6/17/2025,21-Oct,Y,HTTP://WWW.TRUEWEALTHVC.COM,4,,,,,,,0,N,N,N,,,Y,Y,N,Limited Liability Company,,DECEMBER,TX,United States,N,N,N,N,N,N,N,N,N,N,N,N,N,N,,N,,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,0,0,0,Y,N,Y,Y,Y,13,Y,N,,N,,N,,N,,N,,Y,13,N,,"47,554,388.00",0,N,0,N,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,,,,,
NYRO,321913,,,802-127018,ERA,,,"RLH CAPITAL, LLC","RLH CAPITAL, LLC",,,,,,,Y,(561) 302-5183,,0,,,,,,,,,,,,,,,,,,,,,ERA - Active,11/10/2022,,2/18/2025,21-Oct,Y,https://twitter.com/valwithcatalyst,1,1 TRANS AM PLAZA DR.,,OAKBROOK TERRACE,IL,United States,60181,1,N,N,N,,254900UOX2T2JE2PUW60,N,Y,N,Limited Liability Company,,DECEMBER,DE,United States,N,N,N,N,N,N,N,N,N,N,N,N,N,N,,N,,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,0,0,0,N,N,N,N,Y,2,N,Y,1,N,,N,,N,,N,,N,,Y,1,"29,700,000.00",0,N,0,N,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,,,,,
HQ,281136,,,802-114483,ERA,,,FOUNDATION INVESTMENT PARTNERS MANAGEMENT LLP,FOUNDATION INVESTMENT PARTNERS MANAGEMENT LLP,100 WIGMORE STREET,THIRD FLOOR,LONDON,,United Kingdom,W1U 3RN,N,44 20 4530 6522,,0,,,,,,,,WILLIAM FAURE WALKER,"PARTNER, FINANCE DIRECTOR",44 20 4530 6522,,100 WIGMORE STREET,THIRD FLOOR,LONDON,,United Kingdom,W1U 3RN,WFW@FIPL.CO.UK,,,ERA - Active,11/21/2018,,6/27/2025,21-Oct,Y,http://www.fipl.co.uk/,1,,,,,,,0,Y,N,N,,,N,Y,N,Limited Liability Partnership,,MARCH,,United Kingdom,N,N,N,N,N,N,N,N,N,N,N,N,N,N,,N,,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,0,0,0,Y,Y,Y,Y,Y,4,N,N,,N,,Y,4,N,,N,,N,,N,,"463,360,235.00",0,N,0,N,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,,,,,
ARO,322285,,,802-126478,ERA,,,"KNOLL VENTURES MANAGEMENT, LLC","KNOLL VENTURES MANAGEMENT, LLC",75 5TH STREET NW,SUITE 3190,ATLANTA,GA,United States,30308,N,4049834007,,0,,,,,,,,,,,,,,,,,,,,,ERA - Active,8/1/2022,,3/14/2025,21-Oct,Y,https://www.knollventures.com/,3,33 BUSH STREET,"FLOOR 23, SUITE 2300",SAN FRANCISCO,CA,United States,94104,1,N,N,N,,,Y,N,N,Limited Liability Company,,DECEMBER,DE,United States,N,N,N,N,N,N,N,N,N,N,N,N,N,N,,N,,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,0,0,0,Y,N,Y,Y,Y,2,N,N,,N,,N,,N,,N,,Y,2,N,,"61,451,121.00",0,N,0,N,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,,,,,
LARO,283719,,,802-132645,ERA,,,"TOWER 26 VC, LLC","TOWER 26 VC, LLC",,,,,,,Y,310-493-3792,,0,,,,,,,,,,,,,,,,,,,,,ERA - Active,3/31/2025,,3/31/2025,21-Oct,Y,https://www.tower26vc.com,2,5 MAXWELL DRIVE,SUITE 135,CLIFTON PARK,NY,United States,12065,2,N,N,N,,,Y,Y,N,Limited Liability Company,,DECEMBER,DE,United States,N,N,N,N,N,N,N,N,N,N,N,N,N,N,,N,,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,0,0,0,Y,N,Y,Y,Y,2,N,N,,N,,N,,N,,N,,Y,2,N,,"18,764,197.00",0,N,0,N,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,,,,,
SFRO,310495,,,802-119899,ERA,,,"WOORI VENTURE PARTNERS US, INC.","WOORI VENTURE PARTNERS US, INC.",350 CAMBRIDGE AVE.,SUITE 350,PALO ALTO,CA,United States,94306,N,650-324-4681,,0,,,,,,,,,,,,,,,,,,,,,ERA - Active,10/30/2020,,3/25/2025,21-Oct,Y,http://woorivp.us,1,,,,,,,0,Y,N,N,,,Y,N,N,Corporation,,DECEMBER,DE,United States,N,N,N,N,N,N,N,N,N,N,N,N,N,N,,N,,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,0,0,0,N,Y,N,N,Y,4,N,N,,N,,N,,N,,N,,Y,4,N,,"335,414,773.00",0,N,0,N,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,,,,,
DRO,326916,,,802-128643,ERA,,,FRAME VC LLC,FRAME VC LLC,"2755 E COTTONWOOD PARKWAY, SUITE 540",,SALT LAKE CITY,UT,United States,84121,N,801-821-6673,,0,,,,,,,,,,,,,,,,,,,,,ERA - Active,7/27/2023,,3/28/2025,21-Oct,Y,https://x.com/framevc,3,,,,,,,0,N,N,N,,,Y,N,N,Limited Liability Company,,DECEMBER,DE,United States,N,N,N,N,N,N,N,N,N,N,N,N,N,N,,N,,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,0,0,0,Y,N,Y,Y,Y,4,N,N,,N,,N,,N,,N,,Y,4,N,,"57,126,496.00",0,N,0,N,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,,,,,
LARO,295160,,,802-114710,ERA,,,"MISSION DRIVEN FINANCE, LLC","MISSION DRIVEN FINANCE, LLC",2247 SAN DIEGO AVE,SUITE 135,SAN DIEGO,CA,United States,92110,N,858.880.0252,,0,,,,,,,,,,,,,,,,,,,,,ERA - Active,1/15/2019,,5/28/2025,21-Oct,Y,https://www.instagram.com/missiondrivenfinance/,5,5682 CARNEGIE ST,,SAN DIEGO,CA,United States,92122,1,N,N,N,,,N,Y,N,Limited Liability Company,,DECEMBER,CA,United States,N,N,N,N,N,N,N,N,N,N,N,N,N,N,,Y,Y,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,0,0,0,N,N,N,N,Y,19,Y,N,,N,,N,,Y,3,N,,N,,Y,16,"98,340,938.00",0,N,0,N,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,,,,,
HQ,319020,,,802-128564,ERA,,,LANDSEER ASSET MANAGEMENT UK LLP,LANDSEER ASSET MANAGEMENT UK LLP,18 CAVENDISH SQUARE,2RD FLOOR,LONDON,,United Kingdom,W1G0PJ,N,4.47932E+11,,0,,,,,,,,PAUL GRAHAN,CEO,4.4208E+11,,18 CAVENDISH SQUARE,18,LONDON,,United Kingdom,W1G0PJ,PG@LANDSEERAM.COM,,,ERA - Active,7/13/2023,,12/6/2024,21-Oct,Y,https://www.landseeram.com,1,,,,,,,0,Y,N,Y,$1 billion - $10 billion,213800R9V4YAT2TH3762,N,Y,N,Limited Liability Partnership,,OCTOBER,,United Kingdom,N,N,N,N,N,N,N,N,N,N,N,N,N,N,,Y,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,0,0,0,N,N,N,N,Y,1,N,Y,1,N,,N,,N,,N,,N,,N,,0,0,N,0,N,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,,,,,
CHRO,315576,,,802-131122,ERA,,,ABSTRACTION CAPITAL MANAGEMENT LLC,ABSTRACTION CAPITAL MANAGEMENT LLC,9237 WARD PKWY,SUITE 300,KANSAS CITY,MO,United States,64114,N,913-206-1937,,0,,,,,,,,,,,,,,,,,,,,,ERA - Active,8/15/2024,,3/25/2025,21-Oct,Y,https://abstraction.vc/,2,"3300 NORTH ASHTON BLVD, STE 240",,LEHI,UT,United States,84043,1,N,N,N,,,Y,N,N,Limited Liability Company,,DECEMBER,DE,United States,N,N,N,N,N,N,N,N,N,N,N,N,N,N,,N,,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,0,0,0,Y,N,Y,Y,Y,2,N,N,,N,,N,,N,,N,,Y,2,N,,"33,924,834.00",0,N,0,N,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,,,,,
LARO,316885,,,802-129852,ERA,,,OVERTURE CLIMATE LLC,OVERTURE CLIMATE LLC,3019 OCEAN PARK BLVD,SUITE 225,SANTA MONICA,CA,United States,90405,N,202 556-0013,,0,,,,,,,,,,,,,,,,,,,,,ERA - Active,3/7/2024,,3/4/2025,21-Oct,Y,https://www.overture.eco,3,,,,,,,0,N,N,N,,,Y,N,N,Limited Liability Company,,DECEMBER,DE,United States,N,N,N,N,N,N,N,N,N,N,N,N,N,N,,N,,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,0,0,0,Y,N,Y,Y,Y,2,N,N,,N,,N,,N,,N,,Y,2,N,,"62,888,566.00",0,N,0,N,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,,,,,
HQ,277151,,,802-106489,ERA,,,QUADRIA CAPITAL,QUADRIA CAPITAL INVESTMENT MANAGEMENT PTE LTD,11A STANLEY STREET,,SINGAPORE,,Singapore,068730,N,6565926889,,0,,,,,,,,R RAVEEN,COMPLIANCE MANAGER,6568059699,,11A STANLEY STREET,,SINGAPORE,,Singapore,068730,R.RAVEEN@QUADRIACAPITAL.COM,,,ERA - Active,7/29/2015,,3/24/2025,21-Oct,Y,https://x.com/QUADRIACAPITAL?LANG=EN,3,9 RAFFLES PLACE,"#26-01, REPUBLIC PLAZA",SINGAPORE,,Singapore,048619,1,Y,N,N,,,N,Y,N,Other (specify),PRIVATE LIMITED COMPANY,DECEMBER,,Singapore,N,N,N,N,N,N,N,N,N,N,N,N,N,N,,N,,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,4,0,0,Y,Y,Y,N,Y,34,N,N,,N,,Y,12,N,,N,,N,,Y,22,"2,932,550,616.00",0,N,0,N,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,,,,,
HQ,318254,,,802-123692,ERA,,,FIMI 7 2020 LTD.,FIMI 7 2020 LTD.,94 YIGAL ALON STREET,,TEL AVIV,,Israel,6789139,N,972.3.565.2244,972.3.5652245,0,,,,,,,,GILLON BECK,SENIOR PARTNER,+972.3.565.2244,+972.3.565.2245,94 YIGAL ALON STREET,,TEL AVIV,,Israel,6789139,BECK@FIMI.CO.IL,,,ERA - Active,3/14/2022,,3/23/2025,21-Oct,Y,https://www.fimi.co.il,1,,,,,,,0,N,N,N,,,N,Y,N,Other (specify),LTD,DECEMBER,,Israel,N,N,N,N,N,N,N,N,N,N,N,N,N,N,,N,,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,4,0,0,Y,N,Y,Y,Y,2,N,N,,N,,Y,2,N,,N,,N,,N,,"921,626,000.00",0,N,0,N,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,,,,,
SFRO,320788,,,802-124935,ERA,,,"FABRICA MANAGEMENT, LLC","FABRICA MANAGEMENT, LLC",,,,,,,Y,917-615-3037,,0,,,,,,,,,,,,,,,,,,,,,ERA - Active,4/1/2022,,3/12/2025,21-Oct,Y,https://fabricaventures.com/,1,,,,,,,0,N,N,N,,,Y,N,N,Limited Liability Company,,DECEMBER,DE,United States,N,N,N,N,N,N,N,N,N,N,N,N,N,N,,N,,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,0,0,0,Y,Y,Y,Y,Y,2,N,N,,N,,N,,N,,N,,Y,2,N,,"31,290,000.00",0,N,0,N,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,,,,,
HQ,162838,,,802-75562,ERA,,,ISRAEL CLEANTECH VENTURES,ISRAEL CLEANTECH MANAGEMENT LTD.,4 DOLEV STREET,MIXER BUILDING A,RA'ANANA,,Israel,4350110,N,9.72546E+11,,0,,,,,,,,,,,,,,,,,,,,,ERA - Active,3/29/2012,,3/4/2025,21-Oct,Y,HTTPS://morevc.com,1,7 RIVAL,,TEL AVIV,,Israel,67778,1,N,N,N,,,Y,N,N,Corporation,,DECEMBER,,Israel,N,N,N,N,N,N,N,N,N,N,N,N,N,N,,N,,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,0,0,0,N,N,N,N,Y,6,N,N,,N,,N,,N,,N,,Y,6,N,,"134,399,421.00",0,N,0,N,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,,,,,
ARO,319283,,,802-126508,ERA,,,OVAL PARK CAPITAL LLC,OVAL PARK CAPITAL LLC,1 GLENWOOD AVENUE,4TH FLOOR,RALEIGH,NC,United States,27603,N,919-451-1958,,0,,,,,,,,JUSTIN WRIGHT-EAKES,,919-451-1958,,1 GLENWOOD AVENUE,4TH FLOOR,RALEIGH,NC,United States,27603,JUSTIN@OVALPARK.COM,,,ERA - Active,8/5/2022,,3/26/2025,21-Oct,Y,https://ovalpark.com/,4,,,,,,,0,N,N,N,,,N,Y,N,Limited Liability Company,,DECEMBER,NC,United States,N,N,N,N,N,N,N,N,N,N,N,N,N,N,,N,,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,0,0,0,Y,N,Y,Y,Y,12,N,N,,N,,N,,N,,N,,Y,2,Y,10,"84,940,051.00",0,N,0,N,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,,,,,
BRO,286481,,,802-109957,ERA,,,"BLACK OAK CAPITAL MANAGEMENT, LLC","BLACK OAK CAPITAL MANAGEMENT, LLC",41 LITTLE FOX LANE,,WESTPORT,CT,United States,06810,N,212 753 1819,,0,,,,,,,,,,,,,,,,,,,,,ERA - Active,1/31/2017,,4/30/2025,21-Oct,Y,HTTPS://BLACKOAKCAP.COM,1,41 LITTLE FOX,,WESTPORT,CT,United States,06880,2,N,N,N,,,N,Y,N,Limited Liability Company,,DECEMBER,FL,United States,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,,N,,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,0,0,0,Y,N,Y,Y,Y,1,Y,Y,1,N,,N,,N,,N,,N,,N,,"149,000,000.00",0,N,0,N,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,,,,,
